slice_file_name,start,end,fold,duration,class,spectrogram_name
audio-6612315112852398252_car.wav,0.0,10.0,1,10.0,car,audio-6612315112852398252_car.png
audio8620556169832741857_car.wav,0.0,10.0,1,10.0,car,audio8620556169832741857_car.png
audio-1576307963097131322_car.wav,0.0,9.4659410430839,1,9.4659410430839,car,audio-1576307963097131322_car.png
audio8317676141001852509_car.wav,0.0,10.0,1,10.0,car,audio8317676141001852509_car.png
audio5464977786741772833_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio5464977786741772833_car.png
audio3944111618432331154_car.wav,0.0,10.0,1,10.0,car,audio3944111618432331154_car.png
audio-7215170711211848315_car.wav,0.0,10.0,1,10.0,car,audio-7215170711211848315_car.png
audio1725276478051110482_car.wav,0.0,9.009342403628118,1,9.009342403628118,car,audio1725276478051110482_car.png
audio2659713263864067375_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio2659713263864067375_car.png
audio8000983753363814760_car.wav,0.0,10.0,1,10.0,car,audio8000983753363814760_car.png
audio8467214087222703565_car.wav,0.0,10.0,1,10.0,car,audio8467214087222703565_car.png
audio6625203982124101011_car.wav,0.0,5.456689342403628,1,5.456689342403628,car,audio6625203982124101011_car.png
audio9038555676753406735_car.wav,0.0,10.0,1,10.0,car,audio9038555676753406735_car.png
audio3842267856248515568_car.wav,0.0,10.0,1,10.0,car,audio3842267856248515568_car.png
audio-8008391051765277053_car.wav,0.0,9.680045351473924,1,9.680045351473924,car,audio-8008391051765277053_car.png
audio2747175810375052400_car.wav,0.0,10.0,1,10.0,car,audio2747175810375052400_car.png
audio-7506744427706424992_car.wav,0.0,10.0,1,10.0,car,audio-7506744427706424992_car.png
audio8863272326100427575_car.wav,0.0,10.0,1,10.0,car,audio8863272326100427575_car.png
audio-5497169101255756163_car.wav,0.0,9.009342403628118,1,9.009342403628118,car,audio-5497169101255756163_car.png
audio-3289040906196237823_car.wav,0.0,10.0,1,10.0,car,audio-3289040906196237823_car.png
audio-8554045014343896837_car.wav,0.0,9.820090702947846,1,9.820090702947846,car,audio-8554045014343896837_car.png
audio-2486105330676632810_car.wav,0.0,10.0,1,10.0,car,audio-2486105330676632810_car.png
audio-5571531977919484934_car.wav,0.0,10.0,1,10.0,car,audio-5571531977919484934_car.png
audio-3310912431198750077_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio-3310912431198750077_car.png
audio-829632969864743556_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio-829632969864743556_car.png
audio4228884064118711547_car.wav,0.0,10.0,1,10.0,car,audio4228884064118711547_car.png
audio-8298504788137767351_car.wav,0.0,9.566621315192744,1,9.566621315192744,car,audio-8298504788137767351_car.png
audio7356565674549239672_car.wav,0.0,10.0,1,10.0,car,audio7356565674549239672_car.png
audio-8533870460649484794_car.wav,0.0,10.0,1,10.0,car,audio-8533870460649484794_car.png
audio-3493799471115852414_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio-3493799471115852414_car.png
audio-6667955816571421369_car.wav,0.0,10.0,1,10.0,car,audio-6667955816571421369_car.png
audio4028242431070290403_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio4028242431070290403_car.png
audio1969907371340527965_car.wav,0.0,8.777142857142858,1,8.777142857142858,car,audio1969907371340527965_car.png
audio8543261720453321491_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio8543261720453321491_car.png
audio466723620069627370_car.wav,0.0,5.514784580498866,1,5.514784580498866,car,audio466723620069627370_car.png
audio-3078686089771444822_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio-3078686089771444822_car.png
audio-351210166602178254_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio-351210166602178254_car.png
audio-2553957199643133366_car.wav,0.0,10.0,1,10.0,car,audio-2553957199643133366_car.png
audio-6555826750042560137_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio-6555826750042560137_car.png
audio3364716623369589703_car.wav,0.0,10.0,1,10.0,car,audio3364716623369589703_car.png
audio-2405668579930436457_car.wav,0.0,10.0,1,10.0,car,audio-2405668579930436457_car.png
audio2071973460660432333_car.wav,0.0,9.0,1,9.0,car,audio2071973460660432333_car.png
audio-3615211427376325185_car.wav,0.0,8.777142857142858,1,8.777142857142858,car,audio-3615211427376325185_car.png
audio-8556597413700421769_car.wav,0.0,10.0,1,10.0,car,audio-8556597413700421769_car.png
audio6027497554010936414_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio6027497554010936414_car.png
audio-1904866128109987500_car.wav,0.0,9.984580498866212,1,9.984580498866212,car,audio-1904866128109987500_car.png
audio8479215370924535956_car.wav,0.0,10.0,1,10.0,car,audio8479215370924535956_car.png
audio-3659886398707609043_car.wav,0.0,10.0,1,10.0,car,audio-3659886398707609043_car.png
audio5143535498006995027_car.wav,0.0,10.0,1,10.0,car,audio5143535498006995027_car.png
audio-1846034126844696639_car.wav,0.0,10.0,1,10.0,car,audio-1846034126844696639_car.png
audio-3522636777836421344_car.wav,0.0,10.0,1,10.0,car,audio-3522636777836421344_car.png
audio-3121942726331720067_car.wav,0.0,10.0,1,10.0,car,audio-3121942726331720067_car.png
audio7869492774525727496_car.wav,0.0,9.009342403628118,1,9.009342403628118,car,audio7869492774525727496_car.png
audio-1408840408607335285_car.wav,0.0,9.984580498866212,1,9.984580498866212,car,audio-1408840408607335285_car.png
audio8604678543449670758_car.wav,0.0,6.176507936507937,1,6.176507936507937,car,audio8604678543449670758_car.png
audio-8412924624337263648_car.wav,0.0,10.0,1,10.0,car,audio-8412924624337263648_car.png
audio-774186109572652883_car.wav,0.0,5.735328798185941,1,5.735328798185941,car,audio-774186109572652883_car.png
audio7385865512716237917_car.wav,0.0,10.00780045351474,1,10.00780045351474,car,audio7385865512716237917_car.png
audio8362394516135116642_car.wav,0.0,8.979546485260771,1,8.979546485260771,car,audio8362394516135116642_car.png
audio-5599340390502483712_car.wav,0.0,10.0,1,10.0,car,audio-5599340390502483712_car.png
audio20760006810466496_car.wav,0.0,10.0,1,10.0,car,audio20760006810466496_car.png
audio-5183356739943172534_car.wav,0.0,10.0,1,10.0,car,audio-5183356739943172534_car.png
audio-1059724087240324222_car.wav,0.0,10.0,1,10.0,car,audio-1059724087240324222_car.png
audio-1048913274718106719_car.wav,0.0,10.0,2,10.0,car,audio-1048913274718106719_car.png
audio-5308540841381329246_car.wav,0.0,9.009342403628118,2,9.009342403628118,car,audio-5308540841381329246_car.png
audio8892236613527245856_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio8892236613527245856_car.png
audio2937412669389639449_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio2937412669389639449_car.png
audio-4474115839940630637_car.wav,0.0,10.0,2,10.0,car,audio-4474115839940630637_car.png
audio310483685618765356_car.wav,0.0,8.846802721088435,2,8.846802721088435,car,audio310483685618765356_car.png
audio-8297304703462196366_car.wav,0.0,10.0,2,10.0,car,audio-8297304703462196366_car.png
audio-4935609482764472561_car.wav,0.0,10.0,2,10.0,car,audio-4935609482764472561_car.png
audio8304641150739261367_car.wav,0.0,10.0,2,10.0,car,audio8304641150739261367_car.png
audio8121813238373773195_car.wav,0.0,10.0,2,10.0,car,audio8121813238373773195_car.png
audio-5847924375213296183_car.wav,0.0,10.0,2,10.0,car,audio-5847924375213296183_car.png
audio-342776252401273994_car.wav,0.0,10.0,2,10.0,car,audio-342776252401273994_car.png
audio7326744010152619581_car.wav,0.0,10.0,2,10.0,car,audio7326744010152619581_car.png
audio-2231714095645437196_car.wav,0.0,10.0,2,10.0,car,audio-2231714095645437196_car.png
audio4401128911403965531_car.wav,0.0,10.0,2,10.0,car,audio4401128911403965531_car.png
audio3458512887508945931_car.wav,0.0,10.0,2,10.0,car,audio3458512887508945931_car.png
audio8791950790358210447_car.wav,0.0,9.787528344671202,2,9.787528344671202,car,audio8791950790358210447_car.png
audio1389392886574393991_car.wav,0.0,9.0,2,9.0,car,audio1389392886574393991_car.png
audio6847367423684719335_car.wav,0.0,10.0,2,10.0,car,audio6847367423684719335_car.png
audio-7164148770652848679_car.wav,0.0,10.005351473922902,2,10.005351473922902,car,audio-7164148770652848679_car.png
audio-6131783234438295791_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio-6131783234438295791_car.png
audio-2653991970990694436_car.wav,0.0,10.0,2,10.0,car,audio-2653991970990694436_car.png
audio-2088674605371366923_car.wav,0.0,10.0,2,10.0,car,audio-2088674605371366923_car.png
audio-3113161374638030413_car.wav,0.0,9.0,2,9.0,car,audio-3113161374638030413_car.png
audio-4933437690801718474_car.wav,0.0,8.196643990929704,2,8.196643990929704,car,audio-4933437690801718474_car.png
audio8554084531682487703_car.wav,0.0,10.0,2,10.0,car,audio8554084531682487703_car.png
audio6006036890209856340_car.wav,0.0,10.0,2,10.0,car,audio6006036890209856340_car.png
audio7669398737645891728_car.wav,0.0,10.0,2,10.0,car,audio7669398737645891728_car.png
audio1662138105543931150_car.wav,0.0,5.712108843537415,2,5.712108843537415,car,audio1662138105543931150_car.png
audio-934556169325499374_car.wav,0.0,10.0,2,10.0,car,audio-934556169325499374_car.png
audio-3809972932368923804_car.wav,0.0,10.0,2,10.0,car,audio-3809972932368923804_car.png
audio5445009397123423787_car.wav,0.0,9.961360544217689,2,9.961360544217689,car,audio5445009397123423787_car.png
audio1569417505879474884_car.wav,0.0,10.0,2,10.0,car,audio1569417505879474884_car.png
audio-7341511043768719686_car.wav,0.0,10.0,2,10.0,car,audio-7341511043768719686_car.png
audio-960171525707078478_car.wav,0.0,10.0,2,10.0,car,audio-960171525707078478_car.png
audio-7090832898384483165_car.wav,0.0,9.659501133786849,2,9.659501133786849,car,audio-7090832898384483165_car.png
audio3453067767443138166_car.wav,0.0,10.0,2,10.0,car,audio3453067767443138166_car.png
audio3014553423671334057_car.wav,0.0,9.628480725623582,2,9.628480725623582,car,audio3014553423671334057_car.png
audio-88766185077101167_car.wav,0.0,4.690430839002268,2,4.690430839002268,car,audio-88766185077101167_car.png
audio-4459003288860694661_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio-4459003288860694661_car.png
audio-6556906791699458750_car.wav,0.0,10.0,2,10.0,car,audio-6556906791699458750_car.png
audio7465667121520987349_car.wav,0.0,10.0,2,10.0,car,audio7465667121520987349_car.png
audio-8727679637816019271_car.wav,0.0,10.0,2,10.0,car,audio-8727679637816019271_car.png
audio-3591507389746758830_car.wav,0.0,10.0,2,10.0,car,audio-3591507389746758830_car.png
audio2213174598102018948_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio2213174598102018948_car.png
audio-691898965404897709_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio-691898965404897709_car.png
audio4291441348067103527_car.wav,0.0,10.0,2,10.0,car,audio4291441348067103527_car.png
audio-7688492662439942947_car.wav,0.0,10.0,2,10.0,car,audio-7688492662439942947_car.png
audio8276469977287753367_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio8276469977287753367_car.png
audio-3395509313608951139_car.wav,0.0,10.00780045351474,2,10.00780045351474,car,audio-3395509313608951139_car.png
audio-304942314098664886_car.wav,0.0,10.0,2,10.0,car,audio-304942314098664886_car.png
audio-7927516344676450755_car.wav,0.0,10.0,2,10.0,car,audio-7927516344676450755_car.png
audio3219725945099299403_car.wav,0.0,9.0,2,9.0,car,audio3219725945099299403_car.png
audio-2723794829802841193_car.wav,0.0,10.0,2,10.0,car,audio-2723794829802841193_car.png
audio-6147303588748180259_car.wav,0.0,8.010884353741497,2,8.010884353741497,car,audio-6147303588748180259_car.png
audio4847402495854425668_car.wav,0.0,9.860680272108844,2,9.860680272108844,car,audio4847402495854425668_car.png
audio5882122255374164773_car.wav,0.0,9.907120181405896,2,9.907120181405896,car,audio5882122255374164773_car.png
audio-2532408176780729115_car.wav,0.0,10.0,2,10.0,car,audio-2532408176780729115_car.png
audio-1404764214771921730_car.wav,0.0,9.0,2,9.0,car,audio-1404764214771921730_car.png
audio4392499161313238121_car.wav,0.0,10.0,2,10.0,car,audio4392499161313238121_car.png
audio-3021447046972546285_car.wav,0.0,9.733378684807256,2,9.733378684807256,car,audio-3021447046972546285_car.png
audio8694672812818266312_car.wav,0.0,10.0,2,10.0,car,audio8694672812818266312_car.png
audio6907540468274376091_car.wav,0.0,8.986122448979591,2,8.986122448979591,car,audio6907540468274376091_car.png
audio8454345862252466418_car.wav,0.0,9.845260770975056,2,9.845260770975056,car,audio8454345862252466418_car.png
audio3513947800617523209_car.wav,0.0,10.0,3,10.0,car,audio3513947800617523209_car.png
audio-7877364124711974007_car.wav,0.0,10.0,3,10.0,car,audio-7877364124711974007_car.png
audio-4231051975120895666_car.wav,0.0,9.775600907029478,3,9.775600907029478,car,audio-4231051975120895666_car.png
audio-8991593659486459383_car.wav,0.0,10.0,3,10.0,car,audio-8991593659486459383_car.png
audio-9064898077087886555_car.wav,0.0,10.0,3,10.0,car,audio-9064898077087886555_car.png
audio1266878065473124864_car.wav,0.0,10.0,3,10.0,car,audio1266878065473124864_car.png
audio898156109506628177_car.wav,0.0,10.0,3,10.0,car,audio898156109506628177_car.png
audio-6159267506347851850_car.wav,0.0,10.0,3,10.0,car,audio-6159267506347851850_car.png
audio-6492816688629860140_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio-6492816688629860140_car.png
audio-4680267523500186369_car.wav,0.0,9.659501133786849,3,9.659501133786849,car,audio-4680267523500186369_car.png
audio7097503269691023777_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio7097503269691023777_car.png
audio-2232318298757362906_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio-2232318298757362906_car.png
audio7644455062045787563_car.wav,0.0,10.0,3,10.0,car,audio7644455062045787563_car.png
audio444507986624978189_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio444507986624978189_car.png
audio-7152095588866851034_car.wav,0.0,10.0,3,10.0,car,audio-7152095588866851034_car.png
audio8138100670550268186_car.wav,0.0,9.009342403628118,3,9.009342403628118,car,audio8138100670550268186_car.png
audio-2190413778754785459_car.wav,0.0,10.0,3,10.0,car,audio-2190413778754785459_car.png
audio-6796591226069483612_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio-6796591226069483612_car.png
audio1893774363127086171_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio1893774363127086171_car.png
audio-6321799658961393094_car.wav,0.0,6.074285714285714,3,6.074285714285714,car,audio-6321799658961393094_car.png
audio1340802624186760042_car.wav,0.0,10.0,3,10.0,car,audio1340802624186760042_car.png
audio4924665147899325618_car.wav,0.0,10.0,3,10.0,car,audio4924665147899325618_car.png
audio-630307205372518756_car.wav,0.0,9.0,3,9.0,car,audio-630307205372518756_car.png
audio3416564240197720828_car.wav,0.0,10.0,3,10.0,car,audio3416564240197720828_car.png
audio-4512369389936483986_car.wav,0.0,10.0,3,10.0,car,audio-4512369389936483986_car.png
audio-5918545351155814607_car.wav,0.0,10.0,3,10.0,car,audio-5918545351155814607_car.png
audio-1036983499893271892_car.wav,0.0,8.955102040816326,3,8.955102040816326,car,audio-1036983499893271892_car.png
audio8519676864141107872_car.wav,0.0,9.907120181405896,3,9.907120181405896,car,audio8519676864141107872_car.png
audio-3754676799820214308_car.wav,0.0,10.00780045351474,3,10.00780045351474,car,audio-3754676799820214308_car.png
audio6162535016919123845_car.wav,0.0,10.0,3,10.0,car,audio6162535016919123845_car.png
audio2005526828488276269_car.wav,0.0,10.0,3,10.0,car,audio2005526828488276269_car.png
audio2809054685503300204_car.wav,0.0,10.0,3,10.0,car,audio2809054685503300204_car.png
